,Unnamed: 0,fullname,id,likes,replies,retweets,text,timestamp,user,date,time,pos,neg,neu,comp
264,264,KFB OR IUNFF!!!,920357956587261956,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://gistflick.com/malala-yousafzai-trolled-for-wearing-skinny-jeans-and-high-heels-to-oxford/ …pic.twitter.com/fX8ipxjoYv,2017-10-17T18:36:50,deez_Virgined,2017-10-17,18:36:50,0.0,0.0,1.0,0.0
265,265,The PSYCHOphemm,920357971594444801,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://gistflick.com/malala-yousafzai-trolled-for-wearing-skinny-jeans-and-high-heels-to-oxford/ …pic.twitter.com/juMdNXk9Z7,2017-10-17T18:36:54,PsychoPhemm,2017-10-17,18:36:54,0.0,0.0,1.0,0.0
266,266,OMOH!!!,920357986488504320,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://gistflick.com/malala-yousafzai-trolled-for-wearing-skinny-jeans-and-high-heels-to-oxford/ …pic.twitter.com/E7ad4WbSCu,2017-10-17T18:36:58,OmoHbankole,2017-10-17,18:36:58,0.0,0.0,1.0,0.0
267,267,lekkzyYoung,920358061528829952,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://gistflick.com/malala-yousafzai-trolled-for-wearing-skinny-jeans-and-high-heels-to-oxford/ …pic.twitter.com/De7J6XO7sM,2017-10-17T18:37:15,LekkzyYoung,2017-10-17,18:37:15,0.0,0.0,1.0,0.0
268,268,Sheraz Khan,920358299400310785,0,0,0,first of all many many congratulations for your admission in oxford university and also for this book.,2017-10-17T18:38:12,sheraz_khan77,2017-10-17,18:38:12,0.196,0.0,0.804,0.5994
269,269,Aduke,920360171393765376,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://ow.ly/NJG250eEYWd ,2017-10-17T18:45:38,Miss_Aduke,2017-10-17,18:45:38,0.0,0.0,1.0,0.0
270,270,Please Follow Back,920360283960463361,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://ow.ly/riQu50eEZDy ,2017-10-17T18:46:05,Mhiz_myde,2017-10-17,18:46:05,0.0,0.0,1.0,0.0
271,271,PLZ FOLLOW BACK,920360415229603841,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://ow.ly/jfNy50eF0fV ,2017-10-17T18:46:37,Kween_Niola,2017-10-17,18:46:37,0.0,0.0,1.0,0.0
272,272,Ireland4ever,920360531483136000,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T18:47:04,eamonmacgowan,2017-10-17,18:47:04,0.0,0.0,1.0,0.0
273,273,Hassam Tahir,920361038935154693,2,0,1,"Malala shouldn't be wearing jeans. 

First of all, you're wearing jeans.",2017-10-17T18:49:05,hassamt1,2017-10-17,18:49:05,0.0,0.0,1.0,0.0
274,274,Andy Jessop,920361128064159744,15,0,6,"Malala Yousafzai targeted by trolls for 'wearing skinny jeans and high heels' instead of traditional Muslim dress - Just fuck off, internet.",2017-10-17T18:49:27,ToiletDoom,2017-10-17,18:49:27,0.0,0.149,0.851,-0.5423
275,275,Freya,920361380712247296,0,0,0,"Tolerant those muslims, aren't they? .... Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV ",2017-10-17T18:50:27,Beachcomber_59,2017-10-17,18:50:27,0.123,0.0,0.877,0.2732
276,276,rimsha | blm,920361651903369217,0,0,0,also there was an article about malala attending her first day at oxford ya'll i'm :'),2017-10-17T18:51:31,kiwisfreak,2017-10-17,18:51:31,0.18,0.0,0.82,0.5106
277,277,comfort smith,920361779099766784,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford https://hitsloaded.com/malala-yousafzai-trolled-for-wearing-skinny-jeans-and-high-heels-to-oxford/ …pic.twitter.com/LM06wDFjcK,2017-10-17T18:52:02,hitsloaded,2017-10-17,18:52:02,0.0,0.0,1.0,0.0
278,278,NFL-NO FOOTBALL LOVE,920362229244993536,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via http://dailym.ai/android ,2017-10-17T18:53:49,GregHar59460712,2017-10-17,18:53:49,0.0,0.0,1.0,0.0
279,279,Kindly Follow Back,920362410967490563,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://ift.tt/2hMQ2kz ,2017-10-17T18:54:32,Naijadailytrend,2017-10-17,18:54:32,0.0,0.0,1.0,0.0
280,280,Natalie Irene Wood,920362544468054016,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T18:55:04,natalieiwood,2017-10-17,18:55:04,0.0,0.0,1.0,0.0
281,281, 🔴 Gossip Girl  🔵,920362884101787648,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://ift.tt/2hMQ2kz ,2017-10-17T18:56:25,NaijaGossipGirI,2017-10-17,18:56:25,0.0,0.0,1.0,0.0
282,282,سمیرا,920362914611122179,0,0,0,wait are people actually pressed about malala yousufzadi wearing jeans loool,2017-10-17T18:56:33,sr_313_,2017-10-17,18:56:33,0.0,0.0,1.0,0.0
283,283,Kindly Follow Back,920363353964470272,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://ift.tt/2hMQ2kz ,2017-10-17T18:58:17,FabQuinne,2017-10-17,18:58:17,0.0,0.0,1.0,0.0
284,284,Kindly-Follow-Back,920363474072547329,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://ift.tt/2hMQ2kz ,2017-10-17T18:58:46,Naijadailyfeed,2017-10-17,18:58:46,0.0,0.0,1.0,0.0
285,285,Nixusblog.com,920363967486267392,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://ow.ly/NBBW50eF0YK ,2017-10-17T19:00:44,nixusblog,2017-10-17,19:00:44,0.0,0.0,1.0,0.0
286,286,kaveri,920364295627481088,9,0,5,"Trolls target Malala for wearing jeans & high heels http://dailym.ai/2yxAlHV 

Hope she ignores them and continues to wear whatever she wants",2017-10-17T19:02:02,ikaveri,2017-10-17,19:02:02,0.126,0.091,0.783,0.2023
287,287,Kindly Follow Back,920364795244826624,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://ift.tt/2hMQ2kz ,2017-10-17T19:04:01,Legit_Tope,2017-10-17,19:04:01,0.0,0.0,1.0,0.0
288,288,Col,920364912118874113,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T19:04:29,LEGENDWAR,2017-10-17,19:04:29,0.0,0.0,1.0,0.0
289,289,Isabelle Millen,920366305924079621,1,0,0,So apparently @Malala wearing jeans is an issue. So a 20 year old women can't wear what they want around a city? If this is an issue in the 21st century then we've gone wrong somewhere.,2017-10-17T19:10:01,millen_izzy,2017-10-17,19:10:01,0.036,0.085,0.879,-0.4215
290,290,RightyBlighty 👌🏼,920366547645984770,0,0,0,Trolls target Malala for 'wearing jeans and high heels' - Majority of muslim pigs don’t want to integrate.   http://dailym.ai/2yxAlHV ,2017-10-17T19:10:59,RightyBlighty,2017-10-17,19:10:59,0.071,0.0,0.929,0.0772
291,291,Whoepp.com,920367528488169477,0,0,0,New post on GoodsMedia: Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://ift.tt/2xM79Jn ,2017-10-17T19:14:53,Whoeppdotcom,2017-10-17,19:14:53,0.0,0.0,1.0,0.0
292,292,Whoepp.com,920367591339839490,0,0,0,New post on GoodsMedia: Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford... http://fb.me/QL4h9N4q ,2017-10-17T19:15:08,Whoeppdotcom,2017-10-17,19:15:08,0.0,0.0,1.0,0.0
293,293,Follow Me Back,920367708360847360,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://ow.ly/XDK350eF1zf ,2017-10-17T19:15:35,seyi_cute,2017-10-17,19:15:35,0.0,0.0,1.0,0.0
294,294,Ruqayyah,920368772913000449,1,0,0,Malala being criticised for wearing jeans and heels...its her first day at Oxford and people are really focusing on that? Smh.,2017-10-17T19:19:49,RuqayyahQadri,2017-10-17,19:19:49,0.0,0.212,0.788,-0.6249
295,295,Karen D. Scioscia,920368780957700097,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T19:19:51,KDScioscia,2017-10-17,19:19:51,0.0,0.0,1.0,0.0
296,296,Paul Green.,920368974440878085,0,0,0,"Trolls target Malala for 'wearing jeans and high heels'
 http://dailym.ai/2yxAlHV ",2017-10-17T19:20:37,PaulGreenTPB,2017-10-17,19:20:37,0.0,0.0,1.0,0.0
297,297,Samrha.M,920369133702623232,3,0,0,Straight up Malala’s got a nice pair of jeans styll,2017-10-17T19:21:15,Mangla97,2017-10-17,19:21:15,0.402,0.0,0.598,0.5719
298,298,naj 13,920370562924470279,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline MUSLIM MAFIA? Scum,2017-10-17T19:26:56,fuckthis58,2017-10-17,19:26:56,0.0,0.0,1.0,0.0
299,299,ZadnjeNovice.info,920370874309627906,0,0,0,"Malala na ogorčenje konservativcev na Oxford v kavbojkah in petah Ko je bila stara 15 let, so jo talibani v Pakist… http://ift.tt/2gjab1o ",2017-10-17T19:28:10,ZNovice,2017-10-17,19:28:10,0.0,0.0,1.0,0.0
300,300,Angelbert,920371090559569920,0,0,0,"THE HOOD IS IMPORTANT, BUT IT DOES NOT MAKE THE MONK!!
Trolls target Malala for 'wearing jeans and high heels' https://buff.ly/2x2ePHH ",2017-10-17T19:29:02,angelchikere,2017-10-17,19:29:02,0.105,0.0,0.895,0.3293
301,301,Please Follow Me  🙏,920371450229481472,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://ow.ly/i5p550eF225 ,2017-10-17T19:30:28,aunty_sidi,2017-10-17,19:30:28,0.0,0.0,1.0,0.0
302,302,Miss Petite Nigeria,920371460006449157,0,0,0,@misspetitenaija Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://ow.ly/Jf2950eF267 ,2017-10-17T19:30:30,misspetitenaija,2017-10-17,19:30:30,0.0,0.0,1.0,0.0
303,303,Kindly Follow Back,920371479723892736,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://ow.ly/Qa6g50eF253 ,2017-10-17T19:30:35,miss_berry26,2017-10-17,19:30:35,0.0,0.0,1.0,0.0
304,304,#TeamAAUA,920372117408948224,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://dlvr.it/PwBtvR pic.twitter.com/gs2DxWX5nB,2017-10-17T19:33:07,AAUAAMEBO,2017-10-17,19:33:07,0.0,0.0,1.0,0.0
305,305,Your Crush,920372177085521920,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://dlvr.it/PwBvTf pic.twitter.com/lfpX1JybdN,2017-10-17T19:33:21,informnaijablog,2017-10-17,19:33:21,0.0,0.0,1.0,0.0
306,306,Your Crush,920372251647549440,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://dlvr.it/PwBvhk pic.twitter.com/uLxMujyiAR,2017-10-17T19:33:39,informnaijablog,2017-10-17,19:33:39,0.0,0.0,1.0,0.0
307,307,Your Crush,920372283222278145,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://dlvr.it/PwBvp3 pic.twitter.com/oZ48N5v2he,2017-10-17T19:33:46,informnaijablog,2017-10-17,19:33:46,0.0,0.0,1.0,0.0
308,308,Your Crush,920372358963109888,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://dlvr.it/PwBvqV pic.twitter.com/zz3jiOXdwy,2017-10-17T19:34:04,informnaijablog,2017-10-17,19:34:04,0.0,0.0,1.0,0.0
309,309,Your Crush,920372376180686848,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://dlvr.it/PwBvtl pic.twitter.com/bEhJhC5kuV,2017-10-17T19:34:08,informnaijablog,2017-10-17,19:34:08,0.0,0.0,1.0,0.0
310,310,Your Crush,920372395528953856,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://dlvr.it/PwBvv8 pic.twitter.com/tQpkV6bAYZ,2017-10-17T19:34:13,informnaijablog,2017-10-17,19:34:13,0.0,0.0,1.0,0.0
311,311,Richard,920372774912348162,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T19:35:43,mrichie10,2017-10-17,19:35:43,0.0,0.0,1.0,0.0
312,312,James,920372905434861569,0,0,0,"Trolls target Malala for 'wearing jeans and high heels'
http://dailym.ai/2yxAlHV  via @MailOnline",2017-10-17T19:36:15,James_Bembridge,2017-10-17,19:36:15,0.0,0.0,1.0,0.0
313,313,neal cassity,920373083441070082,0,0,0,Michelle in blue jeans and a Malala T,2017-10-17T19:36:57,whyisntthis,2017-10-17,19:36:57,0.0,0.0,1.0,0.0
314,314,syed hussain ahmed,920374231342501888,2,0,0,Wearing jeans is not an issue at all. But no doubt Malala is drama queen.,2017-10-17T19:41:31,mehnti,2017-10-17,19:41:31,0.0,0.318,0.682,-0.7227
315,315,tony murphy,920374304998674434,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via http://dailym.ai/android ,2017-10-17T19:41:48,spoton468,2017-10-17,19:41:48,0.0,0.0,1.0,0.0
316,316,Rumor Bus,920374759543713794,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://rumorbus.com/2017/10/17/malala-yousafzai-trolled-for-wearing-skinny-jeans-and-high-heels-to-oxford/ …pic.twitter.com/orUIFiqumH,2017-10-17T19:43:37,RumorBus,2017-10-17,19:43:37,0.0,0.0,1.0,0.0
317,317,Harley,920375262994489344,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T19:45:37,yannie23,2017-10-17,19:45:37,0.0,0.0,1.0,0.0
318,318,The Grey Gent 🏴‍☠️,920375812179636224,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T19:47:48,gentXray,2017-10-17,19:47:48,0.0,0.0,1.0,0.0
319,319,Britishhumanist,920375816319578117,0,0,0,"Trolls target Malala for 'wearing jeans and high heels'
Good thing she’s living here. Uk has your back @Malala http://dailym.ai/2yxAlHV ",2017-10-17T19:47:49,welshninja87,2017-10-17,19:47:49,0.132,0.0,0.868,0.4404
320,320,Sahina,920376231698329601,1,1,0,So Malala wore jeans and heeled boots at Uni. the climate here in the UK is a lot different to how it is in Pakistan #Malala,2017-10-17T19:49:28,MakreMeow,2017-10-17,19:49:28,0.0,0.0,1.0,0.0
321,321,Deplorable Frank,920376511617814528,0,0,0,"Malala targeted for 'wearing jeans and high heels'
 http://dailym.ai/2yxAlHV ",2017-10-17T19:50:34,big_MO97,2017-10-17,19:50:34,0.0,0.0,1.0,0.0
322,322,Matt,920376737392922624,0,0,1,Muslims target Malala for 'wearing jeans and high heels' and not traditional Muslim clothing while attending Uni http://www.dailymail.co.uk/news/article-4989426/Trolls-target-Malala-wearing-jeans-high-heels.html …,2017-10-17T19:51:28,mtavp,2017-10-17,19:51:28,0.0,0.0,1.0,0.0
323,323,The Nigerian,920376824227614721,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://ift.tt/2gqxolS  via @fabmimiblog,2017-10-17T19:51:49,VictorTerhemba,2017-10-17,19:51:49,0.0,0.0,1.0,0.0
324,324,The Nigerian,920377060446568448,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://ift.tt/2gqxolS ,2017-10-17T19:52:45,VictorTerhemba,2017-10-17,19:52:45,0.0,0.0,1.0,0.0
325,325,The Sun,920378130463895552,6,13,7,Nobel Prize winner Malala Yousafzai is trolled for ‘wearing jeans’ at Oxford University http://thesun.uk/60168AhWy ,2017-10-17T19:57:00,TheSun,2017-10-17,19:57:00,0.372,0.0,0.628,0.7964
326,326,Bakari Mwarabu,920378467107123201,0,0,0,"Trolls target Malala for 'wearing jeans and high heels'
No Nation Can Rise Higher Than Its Woman... http://dailym.ai/2yxAlHV ",2017-10-17T19:58:21,shabazz1930,2017-10-17,19:58:21,0.0,0.115,0.885,-0.296
327,327,News24,920378560359075842,3,1,1,जींस पहनने पर मलाला की तुलना पॉर्न स्टार मिया खलीफा से...! #Malala#Jeans#Miya#Khalifa https://goo.gl/sUDDmA pic.twitter.com/dArEU4B3fN,2017-10-17T19:58:43,news24tvchannel,2017-10-17,19:58:43,0.0,0.0,1.0,0.0
328,328,Mr Nixus!,920379170059890688,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://ow.ly/pdDE50eF3NQ ,2017-10-17T20:01:08,Mr_Nixus,2017-10-17,20:01:08,0.0,0.0,1.0,0.0
329,329,News Across Africa,920379425920831488,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://fb.me/12EpMXYnd ,2017-10-17T20:02:09,NewsAcrosAfrica,2017-10-17,20:02:09,0.0,0.0,1.0,0.0
330,330,Jive Oxford,920380412244918275,0,0,0,thesun.uk: 'Nobel Prize winner Malala Yousafzai is trolled for ‘wearing jeans’ at Oxford University ' http://chasecarbon.com/?id=2015443&246b03b0 …,2017-10-17T20:06:04,JiveOxford,2017-10-17,20:06:04,0.353,0.0,0.647,0.7964
331,331,KC Ferrara,920380440380403712,0,0,0,"Finally, good news for women this week. 
Malala Yousafzai, Nobel Peace Prize Laureate, Starts at Oxford https://nyti.ms/2yWhqn9 ",2017-10-17T20:06:11,kcferrara,2017-10-17,20:06:11,0.409,0.0,0.591,0.8658
332,332,Nigella,920381061078675462,0,1,1,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T20:08:39,Lou_i5e,2017-10-17,20:08:39,0.0,0.0,1.0,0.0
333,333,Stamford1,920381281694769152,4,0,1,"Trolls target Malala for 'wearing jeans and high heels'.Good for her. 
http://dailym.ai/2yxAlHV ",2017-10-17T20:09:32,paulfish2skyco2,2017-10-17,20:09:32,0.0,0.0,1.0,0.0
334,334,The Nigerian,920381722331578368,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://ift.tt/2gqxolS pic.twitter.com/IwmcXYjQBx,2017-10-17T20:11:17,VictorTerhemba,2017-10-17,20:11:17,0.0,0.0,1.0,0.0
335,335,Scapegoat,920381745534570496,13,3,17,Unbelievable that people could be offended by this -> Malala Yousafzai is trolled for 'wearing jeans' at Oxford Uni. https://www.thesun.co.uk/news/4707188/malala-yousafzai-jeans-oxford-university-nobel-prize/ …,2017-10-17T20:11:22,AndiMakinana,2017-10-17,20:11:22,0.083,0.092,0.826,-0.0516
336,336,The Circumvent,920381782138261507,0,0,0,UK: Nobel prize winner Malala called a ‘hypocrite’ for wearing skinny jeans — ‘Is she even a Muslim?’ http://www.thecircumvent.com/?p=8335 ,2017-10-17T20:11:31,TheCircumvent,2017-10-17,20:11:31,0.348,0.0,0.652,0.8156
337,337,Jack,920382827627204609,0,0,0,We are in Oxford.,2017-10-17T20:15:40,jack_m_brown,2017-10-17,20:15:40,0.0,0.0,1.0,0.0
338,338,Klondike.,920382852780429313,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T20:15:46,myk11_mike,2017-10-17,20:15:46,0.0,0.0,1.0,0.0
339,339,griss   💫,920382965963722752,2,0,1,I haven't seen anyone talk about this bit but there is also an article about Malala starting studying at Oxford and my heart is!!! crying!!!,2017-10-17T20:16:13,lt1evolve,2017-10-17,20:16:13,0.0,0.188,0.812,-0.7444
340,340,Btlsblog.com,920383108402372608,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://ift.tt/2zgvwQn ,2017-10-17T20:16:47,Betalens,2017-10-17,20:16:47,0.0,0.0,1.0,0.0
341,341,Mike Anton,920383431728443392,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T20:18:04,mahabs4life,2017-10-17,20:18:04,0.0,0.0,1.0,0.0
342,342,wandykun,920383438825426945,0,0,0,Apparently Malala got bashed of wearing jeans to class at Oxford  smh people,2017-10-17T20:18:06,MSyazwandy,2017-10-17,20:18:06,0.0,0.161,0.839,-0.3182
343,343,Ashley,920383487236075520,0,0,0,"Skinny jeans, mini-skirt, baggy pants on back to front and inside out, @Malala will always be a queen, no matter what she puts on.",2017-10-17T20:18:17,AshCorc92,2017-10-17,20:18:17,0.045,0.091,0.864,-0.2732
344,344,Philip Taylor,920385404641206273,1,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline She is targeted from the enemy within the UK,2017-10-17T20:25:55,mar1ners,2017-10-17,20:25:55,0.0,0.149,0.851,-0.5423
345,345,Donna preston,920385958444273664,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T20:28:07,geekonline,2017-10-17,20:28:07,0.0,0.0,1.0,0.0
346,346,A .T. Nong,920386860857380866,0,0,0,#Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T20:31:42,TArnoldNong,2017-10-17,20:31:42,0.0,0.0,1.0,0.0
347,347,ShahJi,920387332972347394,0,0,0,@AseefaBZ Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV ,2017-10-17T20:33:34,ItsSyyed,2017-10-17,20:33:34,0.0,0.0,1.0,0.0
348,348,Sofia Bouzidi,920388439387836416,1,0,0,oMg - HILARIOUS reaction to Malala wearing jeans a jacket and a headscarf LMAO Free-radical you made my night u nutter https://twitter.com/TruthfulAgenda/status/919707578816483328 …,2017-10-17T20:37:58,littlealgeria,2017-10-17,20:37:58,0.335,0.0,0.665,0.8429
349,349,Jackbe,920390076781142016,0,0,0,"Trolls target Malala for 'wearing jeans and high heels'
 http://dailym.ai/2yxAlHV ",2017-10-17T20:44:28,siguesigue68,2017-10-17,20:44:28,0.0,0.0,1.0,0.0
350,350,fwhat world??,920391062362914817,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  @MailOnline..Pakistani Muslim misogynists target her,2017-10-17T20:48:23,fwhatworld,2017-10-17,20:48:23,0.0,0.0,1.0,0.0
351,351,David Martin,920391657463332865,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T20:50:45,5150power,2017-10-17,20:50:45,0.0,0.0,1.0,0.0
352,352,Mary Marineau,920392231835570176,0,0,0,"Trolls target Malala for 'wearing jeans and high heels'

http://www.dailymail.co.uk/news/article-4989426/Trolls-target-Malala-wearing-jeans-high-heels.html …

Shared from my Google feed",2017-10-17T20:53:02,MarineauMary,2017-10-17,20:53:02,0.146,0.0,0.854,0.34
353,353,Jean Coyle,920392563592450048,0,0,0,@Malala Oxford dressing great step forward for muslim women everywhere,2017-10-17T20:54:21,Fjc654,2017-10-17,20:54:21,0.313,0.0,0.687,0.6249
354,354,Daily Mirror,920393305355116544,16,24,16,Malala Yousafzai trolled for 'wearing skinny jeans and heels' http://www.mirror.co.uk/news/uk-news/nobel-prize-winner-malala-yousafzai-11359333 …pic.twitter.com/RVHWkLDv44,2017-10-17T20:57:18,DailyMirror,2017-10-17,20:57:18,0.0,0.0,1.0,0.0
355,355,united4life,920393800853401603,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline Hollywood moronic feminist over to u guys,2017-10-17T20:59:16,chiugo22,2017-10-17,20:59:16,0.0,0.179,0.821,-0.5719
356,356,FabmimiBlog,920394984360210434,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford pic.twitter.com/eHdhe8JDfH,2017-10-17T21:03:59,FabmimiBlog,2017-10-17,21:03:59,0.0,0.0,1.0,0.0
357,357,Shelagh Anne Shackle,920395867164569600,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T21:07:29,Indomnitable,2017-10-17,21:07:29,0.0,0.0,1.0,0.0
358,358,Brightly,920397179264688131,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T21:12:42,Brightly5,2017-10-17,21:12:42,0.0,0.0,1.0,0.0
359,359,MusicSky101,920397330184065024,0,0,0,Malala yousafzai is trolled for ‘wearing jeans’ at oxford university: http://youtu.be/X1YeUUhI308?a  via @YouTube,2017-10-17T21:13:18,MusicSky101,2017-10-17,21:13:18,0.0,0.0,1.0,0.0
360,360,Bupe Lukundo Ngoy,920397453689544707,1,0,0,@Malala wear your skinny jeans. It's cold. Have Fun. Don't let anyone intimidate you. Block those #trolls -  Enjoy your time at #Oxford,2017-10-17T21:13:47,BupeNgoy,2017-10-17,21:13:47,0.279,0.1,0.621,0.636
361,361,FabmimiBlog,920398344463171584,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://fb.me/1inC6rEOC ,2017-10-17T21:17:20,FabmimiBlog,2017-10-17,21:17:20,0.0,0.0,1.0,0.0
362,362,Trending UK News,920400806461034502,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://uk.trendolizer.com/2017/10/trolls-target-malala-for-wearing-jeans-and-high-heels.html …pic.twitter.com/O3wtgaphsg,2017-10-17T21:27:07,UKolizer,2017-10-17,21:27:07,0.0,0.0,1.0,0.0
363,363,@Blacknubng,920400973931204608,0,0,0,Nobel prize winner Malala wears skinny jeans and high heels’ instead of traditional Muslim dress https://blacknub.com.ng/2017/10/17/nobel-prize-winner-malala-yousafzai-wears-skinny-jeans-high-heels-instead-traditional-muslim-dress-begins-studying-oxford/ … via @blacknubng,2017-10-17T21:27:47,Blacknubng,2017-10-17,21:27:47,0.307,0.0,0.693,0.7964
364,364,thaiparampil,920401284431339520,0,0,0,"Trolls target Malala for 'wearing jeans and high heels'
 http://dailym.ai/2yxAlHV ",2017-10-17T21:29:01,thaiparampil,2017-10-17,21:29:01,0.0,0.0,1.0,0.0
365,365,FabmimiBlog,920402132595068930,0,0,0,New post on my blog: Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://fb.me/1Gi4IQ6Fu ,2017-10-17T21:32:23,FabmimiBlog,2017-10-17,21:32:23,0.0,0.0,1.0,0.0
366,366,Malak Salman Shahzad,920402815268376578,0,0,0,Malala your jeans is much more better than a suicide jacket.  We love you. You are our pride.,2017-10-17T21:35:06,ANPGermany,2017-10-17,21:35:06,0.355,0.173,0.472,0.6161
367,367,SAEED NAWAB,920404239398121475,1,0,0,Malala your jeans is much more better than a suicide jacket.  We love you. You are our pride.@Malala,2017-10-17T21:40:45,SAEEDLEEDS,2017-10-17,21:40:45,0.283,0.182,0.535,0.3878
368,368,Donny Mac,920404516394151936,1,0,0,"Wear what you feel good in and enjoy the wonderful Oxford experience, Malala. You are a very special lady ",2017-10-17T21:41:51,donnymac26,2017-10-17,21:41:51,0.477,0.0,0.523,0.9152
